"Holland hosted the Olympics in which year", "1928"
"How many Gold, Silver & Bronze medals (TOTAL) were won by East Germany", "126"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Ethiopia", "4"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Finland", "8"
"How many Gold, Silver & Bronze medals (TOTAL) were won by France", "14"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Great Britain", "21"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Greece", "3"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Guyana", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Hungary", "32"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Italy", "15"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Lebanon", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Mexico", "4"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Monaco", "4"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Netherlands", "3"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Poland", "32"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Romania", "25"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Soviet Union", "195"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Spain", "6"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Switzerland", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Tanzania", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Yugoslavia", "9"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Zimbabwe", "1"
"How many SILVER medals were won by Australia", "2"
"How many SILVER medals were won by Bulgaria", "16"
"How many SILVER medals were won by Cuba", "7"
"How many SILVER medals were won by Czechoslovakia", "3"
"How many SILVER medals were won by East Germany", "37"
"How many SILVER medals were won by Guyana", "0"
"How many SILVER medals were won by Italy", "3"
"How many SILVER medals were won by Lebanon", "0"
"How many SILVER medals were won by Netherlands", "1"
"How many SILVER medals were won by North Korea", "3"
"How many SILVER medals were won by Soviet Union", "69"
"How many SILVER medals were won by Spain", "3"
"How many SILVER medals were won by Sweden", "3"
"Nadia Comaneci was judged to have given a perfect performance on the asymmetrical bars and which other exercise", "the beam"
"This countries medal tally was0 Gold, 0 Silver, 1 Bronze, 1 in Total", "guyana"
"This countries medal tally was0 Gold, 0 Silver, 1 Bronze, 1 in Total", "lebanon"
"This countries medal tally was0 Gold, 0 Silver, 3 Bronze, 3 in Total", "jamaica"
"This countries medal tally was0 Gold, 1 Silver, 0 Bronze, 1 in Total", "uganda"
"This countries medal tally was0 Gold, 1 Silver, 1 Bronze, 2 in Total", "ireland"
"This countries medal tally was0 Gold, 1 Silver, 2 Bronze, 3 in Total", "netherlands"
"This countries medal tally was0 Gold, 1 Silver, 3 Bronze, 4 in Total", "mexico"
"This countries medal tally was0 Gold, 2 Silver, 0 Bronze, 2 in Total", "tanzania"
"This countries medal tally was0 Gold, 2 Silver, 2 Bronze, 4 in Total", "monaco"
"This countries medal tally was0 Gold, 3 Silver, 2 Bronze, 5 in Total", "north korea"
"This countries medal tally was1 Gold, 0 Silver, 0 Bronze, 1 in Total", "belgium"
"This countries medal tally was1 Gold, 0 Silver, 0 Bronze, 1 in Total", "india"
"This countries medal tally was1 Gold, 0 Silver, 0 Bronze, 1 in Total", "zimbabwe"
"This countries medal tally was1 Gold, 0 Silver, 2 Bronze, 3 in Total", "greece"
"This countries medal tally was1 Gold, 2 Silver, 1 Bronze, 4 in Total", "austria"
"This countries medal tally was1 Gold, 3 Silver, 2 Bronze, 6 in Total", "spain"
"This countries medal tally was2 Gold, 0 Silver, 0 Bronze, 2 in Total", "switzerland"
"This countries medal tally was2 Gold, 0 Silver, 2 Bronze, 4 in Total", "brazil"
"This countries medal tally was2 Gold, 0 Silver, 2 Bronze, 4 in Total", "ethiopia"
"This countries medal tally was2 Gold, 1 Silver, 2 Bronze, 5 in Total", "denmark"
"This countries medal tally was2 Gold, 2 Silver, 5 Bronze, 9 in Total", "australia"
"This countries medal tally was2 Gold, 3 Silver, 4 Bronze, 9 in Total", "yugoslavia"
"This countries medal tally was2 Gold, 3 Silver, 9 Bronze, 14 in Total", "czechoslovakia"
"This countries medal tally was3 Gold, 1 Silver, 4 Bronze, 8 in Total", "finland"
"This countries medal tally was3 Gold, 14 Silver, 15 Bronze, 32 in Total", "poland"
"This countries medal tally was3 Gold, 3 Silver, 6 Bronze, 12 in Total", "sweden"
"This countries medal tally was47 Gold, 37 Silver, 42 Bronze, 126 in Total", "east germany"
"This countries medal tally was5 Gold, 7 Silver, 9 Bronze, 21 in Total", "great britain"
"This countries medal tally was6 Gold, 5 Silver, 3 Bronze, 14 in Total", "france"
"This countries medal tally was6 Gold, 6 Silver, 13 Bronze, 25 in Total", "romania"
"This countries medal tally was7 Gold, 10 Silver, 15 Bronze, 32 in Total", "hungary"
"This countries medal tally was8 Gold, 16 Silver, 17 Bronze, 41 in Total", "bulgaria"
"This countries medal tally was8 Gold, 3 Silver, 4 Bronze, 15 in Total", "italy"
"This countries medal tally was8 Gold, 7 Silver, 5 Bronze, 20 in Total", "cuba"
"This countries medal tally was80 Gold, 69 Silver, 46 Bronze, 195 in Total", "soviet union"
"How many BRONZE medals were won by Algeria", "1"
"How many BRONZE medals were won by Australia", "10"
"How many BRONZE medals were won by Austria", "0"
"How many BRONZE medals were won by Brazil", "0"
"How many BRONZE medals were won by Bulgaria", "6"
"How many BRONZE medals were won by Canada", "7"
"How many BRONZE medals were won by China", "13"
"How many BRONZE medals were won by Chinese Taipei", "0"
"How many BRONZE medals were won by Cuba", "11"
"How many BRONZE medals were won by Czechoslovakia", "0"
"How many BRONZE medals were won by Estonia", "1"
"How many BRONZE medals were won by Ethiopia", "2"
"How many BRONZE medals were won by Germany", "27"
"How many BRONZE medals were won by Great Britain", "12"
"How many BRONZE medals were won by Greece", "0"
"How many BRONZE medals were won by Hungary", "7"
"How many BRONZE medals were won by Italy", "8"
"How many BRONZE medals were won by Japan", "9"
"How many BRONZE medals were won by Mexico", "0"
"How many BRONZE medals were won by Morocco", "1"
"How many BRONZE medals were won by Namibia", "0"
"How many BRONZE medals were won by New Zealand", "5"
"How many BRONZE medals were won by Poland", "8"
"How many BRONZE medals were won by Romania", "8"
"How many BRONZE medals were won by South Africa", "0"
"How many BRONZE medals were won by South Korea", "11"
"How many BRONZE medals were won by Spain", "1"
"How many BRONZE medals were won by Sweden", "4"
"How many BRONZE medals were won by Switzerland", "0"
"How many BRONZE medals were won by The Netherlands", "7"
"How many BRONZE medals were won by Unified Team 1992", "29"
"How many BRONZE medals were won by United States of America", "36"
"How many BRONZE medals were won by Yugoslavia", "1"
"How many GOLD medals were won by Australia", "7"
"How many GOLD medals were won by Belgium", "0"
"How many GOLD medals were won by Bulgaria", "3"
"How many GOLD medals were won by China", "16"
"How many GOLD medals were won by Cuba", "14"
"How many GOLD medals were won by France", "8"
"How many GOLD medals were won by Germany", "30"
"How many GOLD medals were won by Iran", "0"
"How many GOLD medals were won by Japan", "3"
"How many GOLD medals were won by Romania", "3"
"How many GOLD medals were won by Spain", "13"
"How many GOLD medals were won by The Netherlands", "2"
"How many GOLD medals were won by Unified Team 1992", "44"
"How many GOLD medals were won by United States of America", "33"
"How many GOLD medals were won by Yugoslavia", "0"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Argentina", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Australia", "26"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Austria", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Bahamas", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Belgium", "3"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Brazil", "3"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Bulgaria", "14"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Canada", "15"
"How many Gold, Silver & Bronze medals (TOTAL) were won by China", "50"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Chinese Taipei", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Croatia", "3"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Cuba", "31"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Czechoslovakia", "6"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Estonia", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Ethiopia", "3"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Finland", "5"
"How many Gold, Silver & Bronze medals (TOTAL) were won by France", "29"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Germany", "76"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Ghana", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Great Britain", "20"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Hungary", "29"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Indonesia", "5"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Iran", "3"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Ireland", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Israel", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Italy", "19"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Jamaica", "4"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Japan", "20"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Kenya", "8"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Latvia", "3"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Lithuania", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Malaysia", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Mexico", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Mongolia", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Morocco", "3"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Namibia", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by New Zealand", "10"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Nigeria", "4"
"How many Gold, Silver & Bronze medals (TOTAL) were won by North Korea", "9"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Norway", "7"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Philippines", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Poland", "17"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Puerto Rico", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Qatar", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Romania", "15"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Slovenia", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by South Africa", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by South Korea", "27"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Spain", "21"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Suriname", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Sweden", "12"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Switzerland", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by The Netherlands", "15"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Turkey", "6"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Unified Team 1992", "110"
"How many Gold, Silver & Bronze medals (TOTAL) were won by United States of America", "103"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Yugoslavia", "2"
"How many SILVER medals were won by Argentina", "0"
"How many SILVER medals were won by Bahamas", "0"
"How many SILVER medals were won by Brazil", "1"
"How many SILVER medals were won by Bulgaria", "5"
"How many SILVER medals were won by Canada", "3"
"How many SILVER medals were won by China", "21"
"How many SILVER medals were won by Croatia", "1"
"How many SILVER medals were won by Cuba", "6"
"How many SILVER medals were won by Czechoslovakia", "2"
"How many SILVER medals were won by Denmark", "1"
"How many SILVER medals were won by Estonia", "0"
"How many SILVER medals were won by Ethiopia", "0"
"How many SILVER medals were won by France", "5"
"How many SILVER medals were won by Germany", "19"
"How many SILVER medals were won by Ghana", "0"
"How many SILVER medals were won by Great Britain", "3"
"How many SILVER medals were won by Hungary", "11"
"How many SILVER medals were won by Indonesia", "2"
"How many SILVER medals were won by Italy", "5"
"How many SILVER medals were won by Kenya", "4"
"How many SILVER medals were won by Latvia", "2"
"How many SILVER medals were won by Lithuania", "0"
"How many SILVER medals were won by Malaysia", "0"
"How many SILVER medals were won by Mongolia", "0"
"How many SILVER medals were won by North Korea", "0"
"How many SILVER medals were won by Norway", "4"
"How many SILVER medals were won by Philippines", "0"
"How many SILVER medals were won by Poland", "6"
"How many SILVER medals were won by Puerto Rico", "0"
"How many SILVER medals were won by Qatar", "0"
"How many SILVER medals were won by Romania", "4"
"How many SILVER medals were won by Slovenia", "0"
"How many SILVER medals were won by South Korea", "5"
"How many SILVER medals were won by Spain", "7"
"How many SILVER medals were won by Suriname", "0"
"How many SILVER medals were won by Sweden", "7"
"How many SILVER medals were won by The Netherlands", "6"
"How many SILVER medals were won by Unified Team 1992", "37"
"How many SILVER medals were won by United States of America", "34"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "argentina"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "bahamas"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "colombia"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "ghana"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "malaysia"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "mongolia"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "pakistan"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "philippines"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "puerto rico"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "qatar"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "suriname"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "thailand"
"This countries medal tally was 0 Gold, 0 Silver, 2 Bronze, 2 in Total", "slovenia"
"This countries medal tally was 0 Gold, 1 Silver, 1 Bronze, 2 in Total", "israel"
"This countries medal tally was 0 Gold, 1 Silver, 1 Bronze, 2 in Total", "yugoslavia"
"This countries medal tally was 1 Gold, 0 Silver, 0 Bronze, 1 in Total", "switzerland"
"This countries medal tally was 44 Gold, 37 Silver, 29 Bronze, 110 in Total", "unified team 1992"
"This countries medal tally was 0 Gold, 1 Silver, 0 Bronze, 1 in Total", "chinese taipei"
"This countries medal tally was 0 Gold, 1 Silver, 0 Bronze, 1 in Total", "mexico"
"How many BRONZE medals were won by East Germany", "30"
"How many BRONZE medals were won by Indonesia", "0"
"How many BRONZE medals were won by Japan", "7"
"How many BRONZE medals were won by Netherland Antilles", "0"
"How many BRONZE medals were won by Poland", "9"
"How many BRONZE medals were won by Senegal", "0"
"How many BRONZE medals were won by United States", "27"
"How many BRONZE medals were won by USSR", "46"
"How many BRONZE medals were won by Virgin Islands", "0"
"How many BRONZE medals were won by West Germany", "15"
"How many BRONZE medals were won by Yugoslavia", "5"
"How many GOLD medals were won by Australia", "3"
"How many GOLD medals were won by Bulgaria", "10"
"How many GOLD medals were won by China", "5"
"How many GOLD medals were won by Japan", "4"
"How many GOLD medals were won by Kenya", "5"
"How many GOLD medals were won by Poland", "2"
"How many GOLD medals were won by Romania", "7"
"How many GOLD medals were won by South Korea", "12"
"How many GOLD medals were won by United States", "36"
"How many GOLD medals were won by USSR", "55"
"How many GOLD medals were won by West Germany", "11"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Argentina", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Australia", "14"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Belgium", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Brazil", "6"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Bulgaria", "35"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Canada", "10"
"How many Gold, Silver & Bronze medals (TOTAL) were won by China", "29"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Denmark", "4"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Djibouti", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by East Germany", "102"
"How many Gold, Silver & Bronze medals (TOTAL) were won by France", "16"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Great Britain", "24"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Greece", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Hungary", "23"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Indonesia", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Iran", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Italy", "14"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Kenya", "9"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Netherland Antilles", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Netherlands", "9"
"How many Gold, Silver & Bronze medals (TOTAL) were won by New Zealand", "13"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Norway", "5"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Poland", "16"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Portugal", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Romania", "24"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Senegal", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by South Korea", "33"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Spain", "4"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Sweden", "11"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Turkey", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by USSR", "132"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Virgin Islands", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by West Germany", "45"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Yugoslavia", "12"
"How many SILVER medals were won by Australia", "6"
"How many SILVER medals were won by Bulgaria", "12"
"How many SILVER medals were won by Canada", "2"
"How many SILVER medals were won by China", "11"
"How many SILVER medals were won by Djibouti", "0"
"How many SILVER medals were won by East Germany", "35"
"How many SILVER medals were won by Romania", "11"
"How many SILVER medals were won by United States", "31"
"How many SILVER medals were won by USSR", "31"
"How many SILVER medals were won by West Germany", "14"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "djibouti"
"This countries medal tally was 0 Gold, 0 Silver, 1 Bronze, 1 in Total", "greece"
"This countries medal tally was 0 Gold, 0 Silver, 2 Bronze, 2 in Total", "belgium"
"This countries medal tally was 0 Gold, 0 Silver, 2 Bronze, 2 in Total", "mexico"
"This countries medal tally was 0 Gold, 1 Silver, 0 Bronze, 1 in Total", "chile"
"This countries medal tally was 0 Gold, 1 Silver, 0 Bronze, 1 in Total", "costa rica"
"This countries medal tally was 0 Gold, 1 Silver, 0 Bronze, 1 in Total", "indonesia"
"This countries medal tally was 0 Gold, 1 Silver, 0 Bronze, 1 in Total", "iran"
"This countries medal tally was 0 Gold, 1 Silver, 0 Bronze, 1 in Total", "netherland antilles"
"This countries medal tally was 0 Gold, 1 Silver, 0 Bronze, 1 in Total", "senegal"
"This countries medal tally was 0 Gold, 1 Silver, 0 Bronze, 1 in Total", "virgin islands"
"This countries medal tally was 0 Gold, 1 Silver, 1 Bronze, 2 in Total", "argentina"
"This countries medal tally was 0 Gold, 2 Silver, 0 Bronze, 2 in Total", "jamaica"
"This countries medal tally was 0 Gold, 2 Silver, 2 Bronze, 4 in Total", "switzerland"
"This countries medal tally was 0 Gold, 4 Silver, 7 Bronze, 11 in Total", "sweden"
"This countries medal tally was 1 Gold, 0 Silver, 0 Bronze, 1 in Total", "austria"
"This countries medal tally was 1 Gold, 0 Silver, 0 Bronze, 1 in Total", "portugal"
"This countries medal tally was 1 Gold, 0 Silver, 0 Bronze, 1 in Total", "suriname"
"This countries medal tally was 1 Gold, 0 Silver, 2 Bronze, 3 in Total", "morocco"
"This countries medal tally was 1 Gold, 1 Silver, 0 Bronze, 2 in Total", "turkey"
"This countries medal tally was 1 Gold, 1 Silver, 2 Bronze, 4 in Total", "finland"
"This countries medal tally was 1 Gold, 1 Silver, 2 Bronze, 4 in Total", "spain"
"This countries medal tally was 1 Gold, 2 Silver, 3 Bronze, 6 in Total", "brazil"
"This countries medal tally was 10 Gold, 12 Silver, 13 Bronze, 35 in Total", "bulgaria"
"This countries medal tally was 11 Gold, 14 Silver, 15 Bronze, 45 in Total", "west germany"
"This countries medal tally was 11 Gold, 6 Silver, 6 Bronze, 23 in Total", "hungary"
"This countries medal tally was 12 Gold, 10 Silver, 11 Bronze, 33 in Total", "south korea"
"This countries medal tally was 2 Gold, 1 Silver, 1 Bronze, 4 in Total", "denmark"
"This countries medal tally was 2 Gold, 2 Silver, 5 Bronze, 9 in Total", "netherlands"
"This countries medal tally was 2 Gold, 3 Silver, 0 Bronze, 5 in Total", "norway"
"This countries medal tally was 2 Gold, 5 Silver, 9 Bronze, 16 in Total", "poland"
"This countries medal tally was 3 Gold, 2 Silver, 5 Bronze, 10 in Total", "canada"
"This countries medal tally was 3 Gold, 2 Silver, 8 Bronze, 13 in Total", "new zealand"
"This countries medal tally was 3 Gold, 3 Silver, 2 Bronze, 8 in Total", "czechoslovakia"
"This countries medal tally was 3 Gold, 4 Silver, 5 Bronze, 12 in Total", "yugoslavia"
"This countries medal tally was 3 Gold, 6 Silver, 5 Bronze, 14 in Total", "australia"
"This countries medal tally was 36 Gold, 31 Silver, 27 Bronze, 94 in Total", "united states"
"This countries medal tally was 37 Gold, 35 Silver, 30 Bronze, 102 in Total", "east germany"
"This countries medal tally was 4 Gold, 3 Silver, 7 Bronze, 14 in Total", "japan"
"This countries medal tally was 5 Gold, 10 Silver, 9 Bronze, 24 in Total", "great britain"
"This countries medal tally was 5 Gold, 11 Silver, 12 Bronze, 29 in Total", "china"
"This countries medal tally was 5 Gold, 2 Silver, 2 Bronze, 9 in Total", "kenya"
"This countries medal tally was 55 Gold, 31 Silver, 46 Bronze, 132 in Total", "ussr"
"This countries medal tally was 6 Gold, 4 Silver, 4 Bronze, 14 in Total", "italy"
"This countries medal tally was 6 Gold, 4 Silver, 6 Bronze, 16 in Total", "france"
"This countries medal tally was 7 Gold, 11 Silver, 6 Bronze, 24 in Total", "romania"
"How many BRONZE medals were won by Australia", "12"
"How many BRONZE medals were won by Canada", "16"
"How many BRONZE medals were won by China", "9"
"How many BRONZE medals were won by Colombia", "0"
"How many BRONZE medals were won by Egypt", "0"
"How many BRONZE medals were won by France", "15"
"How many BRONZE medals were won by Great Britain", "7"
"How many BRONZE medals were won by Ireland", "0"
"How many BRONZE medals were won by Italy", "12"
"How many BRONZE medals were won by Ivory Coast", "0"
"How many BRONZE medals were won by Kenya", "1"
"How many BRONZE medals were won by Morocco", "0"
"How many BRONZE medals were won by Netherlands", "6"
"How many BRONZE medals were won by New Zealand", "2"
"How many BRONZE medals were won by Nigeria", "1"
"How many BRONZE medals were won by Pakistan", "0"
"How many BRONZE medals were won by Peru", "0"
"How many BRONZE medals were won by Romania", "17"
"How many BRONZE medals were won by Sweden", "6"
"How many BRONZE medals were won by Syria", "0"
"How many BRONZE medals were won by Thailand", "0"
"How many BRONZE medals were won by United States", "30"
"How many BRONZE medals were won by West Germany", "23"
"How many BRONZE medals were won by Yugoslavia", "7"
"How many GOLD medals were won by Australia", "4"
"How many GOLD medals were won by China", "15"
"How many GOLD medals were won by Denmark", "0"
"How many GOLD medals were won by Great Britain", "5"
"How many GOLD medals were won by Jamaica", "0"
"How many GOLD medals were won by Japan", "10"
"How many GOLD medals were won by New Zealand", "8"
"How many GOLD medals were won by Nigeria", "0"
"How many GOLD medals were won by Norway", "0"
"How many GOLD medals were won by Romania", "20"
"How many GOLD medals were won by Sweden", "2"
"How many GOLD medals were won by United States", "83"
"How many GOLD medals were won by West Germany", "17"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Algeria", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Australia", "24"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Austria", "3"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Belgium", "4"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Brazil", "8"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Cameroon", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Canada", "44"
"How many Gold, Silver & Bronze medals (TOTAL) were won by China", "32"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Colombia", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Denmark", "6"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Dominic Republic", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Egypt", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Finland", "13"
"How many Gold, Silver & Bronze medals (TOTAL) were won by France", "27"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Great Britain", "19"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Greece", "2"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Iceland", "1"
"How many Gold, Silver & Bronze medals (TOTAL) were won by Ireland", "1"
